gamma,lr,eps_decay,tau,batch_size,buffer_size,start_learning,train_steps_per_ep,hidden,energy_ratio,viol_pct,rmse_temp,raw_cost,kwh_real,kwh_algo,savings_pct,reward_mean_last10,eval_return,eval_cost_std,score_0_1
0.95,0.0001,0.998,0.01,64,50000,200,1,256,1.3800017910366815,17.291666666666664,1.2132508022534894,1.7258351243700147,562.4907386779784,782.094772891998,-38.00017910366815,-28.439872554800672,-23.475284800391126,0.25193958476476874,0.36817638562805477
0.95,0.001,0.995,0.02,64,50000,200,1,256,1.3158955180580594,20.833333333333336,1.4026715338711004,1.7325621847247263,562.4907386779784,741.3902440476415,-31.589551805805947,-27.526047705557612,-23.467708142144573,0.17846090500635878,0.3770620960852927
0.95,0.0001,0.995,0.02,64,50000,200,1,256,1.1426615420591015,29.583333333333336,1.6758865473643172,1.7343282087257683,562.4907386779784,647.1390385746953,-14.266154205910164,-27.531776785626626,-24.549565368039858,0.3776354200153489,0.379394820500765
0.9,0.0001,0.995,0.02,64,50000,200,1,256,0.8442428292412893,44.58333333333333,2.0361346935160247,1.7359094959079564,562.4907386779784,476.6604584622381,15.575717075871063,-27.884593245756356,-23.499919932333736,0.2640248209936609,0.38148352779782735
0.9,0.0001,0.99,0.005,64,50000,200,1,256,1.4056971064708026,16.875,1.107812070887387,1.7431971064708023,562.4907386779784,796.3376785635946,-40.56971064708026,-26.268693923146493,-24.469639637488992,0.2967575707764811,0.391109663728242
0.95,0.001,0.998,0.01,64,50000,200,1,256,0.9686425173064428,39.375,1.9202108688681332,1.7561425173064429,562.4907386779784,540.4221096777915,3.1357482693557057,-28.74548275887231,-24.922808946675307,0.41222267293561915,0.4082091345773369
0.95,0.0003,0.998,0.02,64,50000,200,1,256,1.16250856738821,31.458333333333332,1.8035009450397248,1.791675234054877,562.4907386779784,650.826032540798,-16.25085673882102,-28.62619294391779,-24.413304939128025,0.2447489417333114,0.45514396437479737
0.9,0.0001,0.998,0.01,64,50000,200,1,256,1.2430987936213451,28.541666666666664,1.395151691403202,1.8139321269546784,562.4907386779784,700.4009068918226,-24.309879362134506,-28.50453430777904,-26.2304924199127,0.49657252877586955,0.4845428838964387
0.99,0.0001,0.998,0.005,64,50000,200,1,256,1.2759454106155563,27.083333333333332,1.60407675798381,1.8176120772822233,562.4907386779784,718.6404525184631,-27.594541061555653,-28.7084994302121,-25.064271003708335,0.24834330869366356,0.4894036955115269
0.95,0.0003,0.99,0.005,64,50000,200,1,256,1.499525492100068,18.541666666666664,1.037400186356516,1.8703588254334016,562.4907386779784,844.6587823128697,-49.95254921000681,-26.64560371548518,-26.27524387581165,0.3058016679964468,0.5590763767301442
0.99,0.001,0.995,0.005,64,50000,200,1,256,0.47343901006873584,69.99999999999999,2.8840699498093363,1.8734390100687357,562.4907386779784,264.51216830730425,52.65609899312642,-28.63448345474355,-21.53637482623883,0.3697085836985504,0.5631449635096938
0.95,0.001,0.995,0.01,64,50000,200,1,256,1.299470941360993,28.958333333333332,1.3050137756400422,1.8786376080276597,562.4907386779784,730.9868888950346,-29.94709413609932,-27.489377841342684,-27.31253285505328,0.5815448971052838,0.570011742431074
0.99,0.0001,0.99,0.01,64,50000,200,1,256,1.297053255153466,29.166666666666664,1.3185968633939291,1.8803865884867992,562.4907386779784,729.677869415283,-29.70532551534659,-27.686579769302416,-27.30982805080493,0.5770876297552934,0.5723219541930952
0.99,0.001,0.99,0.02,64,50000,200,1,256,1.2295191012007582,32.916666666666664,1.7891470628512605,1.8878524345340917,562.4907386779784,685.6455232238768,-22.95191012007584,-28.39663055948575,-25.352108147387778,0.3034457967387261,0.5821835196907336
0.99,0.001,0.995,0.01,64,50000,200,1,256,1.2870040540006624,30.416666666666664,1.616436822426183,1.8953373873339956,562.4907386779784,716.4322696876525,-28.700405400066224,-27.99001136266885,-25.72148248832597,0.27289899808117835,0.592070323117353
0.99,0.0001,0.998,0.01,64,50000,200,1,256,1.4658872756745809,21.875000000000004,1.042258785229762,1.903387275674581,562.4907386779784,827.8126256942745,-46.5887275674581,-28.533116002997406,-27.420704969634613,0.5926747223997857,0.602703344561473
0.99,0.0003,0.99,0.01,64,50000,200,1,256,1.3510061683243788,28.125,1.5071095834090098,1.9135061683243788,562.4907386779784,751.0568065834043,-35.10061683243786,-28.228647584383317,-26.048058547432504,0.2827769529471148,0.6160692942472077
0.95,0.001,0.995,0.005,64,50000,200,1,256,1.0758407830910712,42.29166666666667,2.0483860452722,1.9216741164244044,562.4907386779784,594.9675022840498,-7.584078309107137,-28.933352978515323,-25.1206177993078,0.3614396219105942,0.6268582597120026
0.99,0.001,0.998,0.02,64,50000,200,1,256,1.4968684837241366,21.666666666666664,1.1721551305135232,1.9302018170574697,562.4907386779784,845.5967334604262,-49.686848372413664,-28.73847641156807,-26.811429222367302,0.29528788754092006,0.638122418898318
0.99,0.0001,0.995,0.02,64,50000,200,1,256,1.2983657860371147,32.5,1.6365257445419772,1.9483657860371146,562.4907386779784,721.6986964941025,-29.836578603711484,-28.657979676307257,-26.767958027862676,0.32258914647669673,0.662115033888658
0.99,0.0003,0.998,0.02,64,50000,200,1,256,1.5774621450476551,24.999999999999996,1.0738390995856377,2.077462145047655,562.4907386779784,887.8875689029692,-57.7462145047655,-28.703584335464218,-29.710424901616165,0.4052472659861051,0.8326371946490956
0.99,0.0003,0.99,0.02,64,50000,200,1,256,1.5526591078411414,27.5,1.197281872036177,2.1026591078411414,562.4907386779784,874.9215617561338,-55.26591078411413,-27.620834704203098,-29.821440887384888,0.42784055674521876,0.8659196247120137
0.95,0.0001,0.998,0.02,64,50000,200,1,256,1.061041238639451,53.125,1.977717278815291,2.1235412386394508,562.4907386779784,605.280992655754,-6.104123863945089,-28.53479059772598,-28.189764289148677,0.49587185507554743,0.8935026339641883
0.99,0.001,0.998,0.005,64,50000,200,1,256,1.5751494738700544,27.5,1.184378888561323,2.1251494738700543,562.4907386779784,886.8286037445065,-57.51494738700544,-29.0421978250111,-30.209890493068713,0.43615907149166105,0.8956269366837653
0.95,0.001,0.99,0.005,64,50000,200,1,256,0.4,86.66666666666666,3.0721603773748414,2.1333333333333333,562.4907386779784,224.9962954711913,60.0,-27.829795114850857,-24.945300275439052,0.3750925811642299,0.906436919317932
0.99,0.0001,0.99,0.02,64,50000,200,1,256,0.7,75.20833333333334,2.3930151101429855,2.204166666666667,562.4907386779784,393.7435170745848,30.000000000000007,-27.177761909038132,-28.134872922145917,0.5317032380316425,1.0
